configuration_name,aircraft_name,length,wingspan,seating_capacity,range,maximum_cruising_altitude,economy_class_has_overhead_screen,economy_class_seats,economy_class_seat_width,economy_class_seat_pitch,economy_class_abreast,cruising_speed,business_class_has_usb_port,business_class_has_power_outlet,business_class_has_personal_screen,business_class_seats,business_class_seat_width,business_class_seat_pitch,business_class_abreast
AIRBUS A321 - (321),Airbus A321,146 ft (44.51 m),112 ft (34.10 m),"20 Business Class, 145 Guest Class","3,000 nautical miles (5,600 km)","36,000 ft (11,000 m)",True,145,16.34 in - 18.33 in,32 in -33 in,3-3,"447 knots (511 mph, 828 km/h)",True,True,True,20,21 in,46 in,2-2
