configuration_name,aircraft_name,length,wingspan,seating_capacity,range,maximum_cruising_altitude,economy_class_has_wi-fi,economy_class_has_usb_port,economy_class_has_prayer_area,economy_class_has_power_outlet,economy_class_has_personal_screen,economy_class_seats,economy_class_seat_width,economy_class_seat_pitch,economy_class_abreast,cruising_speed,business_class_has_wi-fi,business_class_has_usb_port,business_class_has_prayer_area,business_class_has_power_outlet,business_class_has_personal_screen,business_class_seats,business_class_seat_width,business_class_seat_pitch,business_class_abreast
Boeing B787-9 Dreamliner - (789),Boeing B787-9,206 ft in (62.8 m),197 ft 3 in (60.1 m),"24 Business Class, 274 Guest Class","8000-8300 nautical miles
(14,800-15.372 km)","43,000 ft (13,100 m)",True,True,True,True,True,274,16.3 in - 17.3 in,32 in,3-3-3,"490 knots (567 mph, 912 km/h)",True,True,True,True,True,24,20 in,47 in,1-2-1
